brand,category_code,event_type,count
decathlon,apparel.sock,purchase,134
decathlon,apparel.sock,view,10933
decathlon,apparel.trousers,cart,1462
decathlon,apparel.trousers,purchase,352
decathlon,apparel.trousers,view,23353
decathlon,apparel.tshirt,cart,9
decathlon,apparel.tshirt,purchase,2
decathlon,apparel.tshirt,view,900
decathlon,appliances.environment.vacuum,cart,63
decathlon,appliances.environment.vacuum,purchase,30
decathlon,appliances.environment.vacuum,view,1599
decathlon,appliances.kitchen.fryer,view,59
decathlon,appliances.kitchen.mixer,cart,405
decathlon,appliances.kitchen.mixer,purchase,120
decathlon,appliances.kitchen.mixer,view,12469
decathlon,appliances.kitchen.refrigerators,cart,64
decathlon,appliances.kitchen.refrigerators,purchase,21
decathlon,appliances.kitchen.refrigerators,view,1276
decathlon,appliances.kitchen.toster,cart,681
decathlon,appliances.kitchen.toster,purchase,218
decathlon,appliances.kitchen.toster,view,41942
decathlon,appliances.personal.scales,cart,243
decathlon,appliances.personal.scales,purchase,90
decathlon,appliances.personal.scales,view,11072
decathlon,auto.accessories.alarm,cart,127
decathlon,auto.accessories.alarm,purchase,29
decathlon,auto.accessories.alarm,view,3943
decathlon,auto.accessories.videoregister,cart,73
decathlon,auto.accessories.videoregister,purchase,19
decathlon,auto.accessories.videoregister,view,2235
decathlon,computers.components.cooler,view,7
decathlon,computers.components.videocards,cart,13
decathlon,computers.components.videocards,purchase,4
decathlon,computers.components.videocards,view,487
decathlon,computers.peripherals.mouse,view,33
decathlon,construction.tools.drill,cart,3487
decathlon,construction.tools.drill,purchase,901
decathlon,construction.tools.drill,view,69959
decathlon,construction.tools.light,cart,436
decathlon,construction.tools.light,purchase,146
decathlon,construction.tools.light,view,23340
decathlon,construction.tools.painting,cart,66
decathlon,construction.tools.painting,purchase,31
decathlon,construction.tools.painting,view,890
decathlon,construction.tools.pump,cart,359
decathlon,construction.tools.pump,purchase,122
decathlon,construction.tools.pump,view,8397
decathlon,construction.tools.saw,cart,3
decathlon,construction.tools.saw,purchase,2
decathlon,construction.tools.saw,view,47
decathlon,construction.tools.screw,cart,2
decathlon,construction.tools.screw,purchase,1
decathlon,construction.tools.screw,view,67
decathlon,construction.tools.welding,cart,44
decathlon,construction.tools.welding,purchase,13
decathlon,construction.tools.welding,view,590
decathlon,country_yard.furniture.hammok,cart,71
decathlon,country_yard.furniture.hammok,purchase,14
decathlon,country_yard.furniture.hammok,view,1663
decathlon,electronics.audio.acoustic,cart,30
decathlon,electronics.audio.acoustic,purchase,13
decathlon,electronics.audio.acoustic,view,1221
decathlon,electronics.audio.headphone,cart,106
decathlon,electronics.audio.headphone,purchase,21
decathlon,electronics.audio.headphone,view,1835
decathlon,electronics.audio.microphone,cart,76
decathlon,electronics.audio.microphone,purchase,26
decathlon,electronics.audio.microphone,view,2408
decathlon,electronics.audio.music_tools.piano,cart,379
decathlon,electronics.audio.music_tools.piano,purchase,120
decathlon,electronics.audio.music_tools.piano,view,9080
decathlon,electronics.clocks,cart,18
decathlon,electronics.clocks,purchase,5
decathlon,electronics.clocks,view,1331
decathlon,furniture.bathroom.bath,cart,1167
decathlon,furniture.bathroom.bath,purchase,437
decathlon,furniture.bathroom.bath,view,8712
decathlon,furniture.kitchen.table,cart,13
decathlon,furniture.kitchen.table,purchase,3
decathlon,furniture.kitchen.table,view,411
decathlon,furniture.living_room.chair,cart,92
decathlon,furniture.living_room.chair,purchase,28
decathlon,furniture.living_room.chair,view,2261
decathlon,furniture.living_room.shelving,cart,9
decathlon,furniture.living_room.shelving,purchase,1
decathlon,furniture.living_room.shelving,view,1357
decathlon,furniture.living_room.sofa,cart,3
decathlon,furniture.living_room.sofa,purchase,1
decathlon,furniture.living_room.sofa,view,348
decathlon,kids.fmcg.diapers,cart,334
decathlon,kids.fmcg.diapers,purchase,124
decathlon,kids.fmcg.diapers,view,8038
decathlon,kids.swing,cart,62
decathlon,kids.swing,purchase,22
decathlon,kids.swing,view,2552
decathlon,kids.toys,cart,1091
decathlon,kids.toys,purchase,304
decathlon,kids.toys,view,23708
decathlon,sport.bicycle,cart,381
decathlon,sport.bicycle,purchase,122
decathlon,sport.bicycle,view,8695
decathlon,sport.ski,cart,49
decathlon,sport.ski,purchase,23
decathlon,sport.ski,view,1397
decathlon,sport.snowboard,cart,440
decathlon,sport.snowboard,purchase,149
decathlon,sport.snowboard,view,4291
decathlon,sport.trainer,cart,534
decathlon,sport.trainer,purchase,185
decathlon,sport.trainer,view,7240
decocode,apparel.jeans,cart,1
decocode,apparel.jeans,view,2
decocode,apparel.underwear,view,3
decola,appliances.ironing_board,view,3
decola,sport.ski,cart,68
decola,sport.ski,purchase,22
decola,sport.ski,view,1476
decool,furniture.living_room.chair,view,54
decoroom,computers.desktop,cart,494
decoroom,computers.desktop,purchase,98
decoroom,computers.desktop,view,8550
decoroom,construction.components.faucet,cart,1
decoroom,construction.components.faucet,purchase,1
decoroom,construction.components.faucet,view,135
deepcool,computers.components.cooler,cart,1
deepcool,computers.components.cooler,view,42
deepcool,computers.components.power_supply,cart,110
deepcool,computers.components.power_supply,purchase,20
deepcool,computers.components.power_supply,view,3827
deepcool,computers.peripherals.mouse,cart,318
deepcool,computers.peripherals.mouse,purchase,84
deepcool,computers.peripherals.mouse,view,13073
deepcool,furniture.bedroom.blanket,view,3
deepcool,furniture.living_room.cabinet,cart,2
deepcool,furniture.living_room.cabinet,purchase,1
deepcool,furniture.living_room.cabinet,view,166
deepcool,kids.dolls,view,19
deepcool,sport.bicycle,cart,7
deepcool,sport.bicycle,purchase,1
deepcool,sport.bicycle,view,102
deepcool,sport.ski,cart,880
deepcool,sport.ski,purchase,292
deepcool,sport.ski,view,16619
deepcool,sport.trainer,cart,103
deepcool,sport.trainer,purchase,20
deepcool,sport.trainer,view,6769
deeper,apparel.shoes.keds,cart,39
deeper,apparel.shoes.keds,purchase,8
deeper,apparel.shoes.keds,view,2447
defacto,accessories.bag,cart,829
defacto,accessories.bag,purchase,200
defacto,accessories.bag,view,46647
defacto,accessories.umbrella,cart,25
defacto,accessories.umbrella,purchase,5
defacto,accessories.umbrella,view,1523
defacto,apparel.costume,cart,1259
defacto,apparel.costume,purchase,328
defacto,apparel.costume,view,51966
defacto,apparel.dress,cart,10
defacto,apparel.dress,purchase,4
defacto,apparel.dress,view,2310
defacto,apparel.jacket,cart,91
defacto,apparel.jacket,purchase,25
defacto,apparel.jacket,view,2830
defacto,apparel.jeans,cart,1087
defacto,apparel.jeans,purchase,245
defacto,apparel.jeans,view,38183
defacto,apparel.jumper,cart,182
defacto,apparel.jumper,purchase,53
defacto,apparel.jumper,view,5608
defacto,apparel.pajamas,cart,305
defacto,apparel.pajamas,purchase,106
defacto,apparel.pajamas,view,9334
defacto,apparel.scarf,cart,138
defacto,apparel.scarf,purchase,42
defacto,apparel.scarf,view,6811
defacto,apparel.shirt,cart,1338
defacto,apparel.shirt,purchase,397
defacto,apparel.shirt,view,63202
defacto,apparel.shoes,cart,427
defacto,apparel.shoes,purchase,128
defacto,apparel.shoes,view,17949
defacto,apparel.shoes.ballet_shoes,cart,242
defacto,apparel.shoes.ballet_shoes,purchase,67
defacto,apparel.shoes.ballet_shoes,view,7423
defacto,apparel.shoes.keds,cart,2086
defacto,apparel.shoes.keds,purchase,568
defacto,apparel.shoes.keds,view,44276
defacto,apparel.shoes.moccasins,cart,10
defacto,apparel.shoes.moccasins,view,551
defacto,apparel.shoes.sandals,cart,79
defacto,apparel.shoes.sandals,purchase,25
defacto,apparel.shoes.sandals,view,3947
defacto,apparel.shorts,cart,80
defacto,apparel.shorts,purchase,27
defacto,apparel.shorts,view,3476
defacto,apparel.skirt,cart,25
defacto,apparel.skirt,purchase,12
defacto,apparel.skirt,view,6879
defacto,apparel.trousers,cart,780
defacto,apparel.trousers,purchase,193
defacto,apparel.trousers,view,15352
defacto,apparel.tshirt,cart,206
defacto,apparel.tshirt,purchase,55
defacto,apparel.tshirt,view,7569
defacto,apparel.underwear,cart,9
defacto,apparel.underwear,purchase,1
defacto,apparel.underwear,view,228
defacto,appliances.environment.climate,cart,332
defacto,appliances.environment.climate,purchase,52
defacto,appliances.environment.climate,view,7305
defacto,appliances.environment.vacuum,cart,19
defacto,appliances.environment.vacuum,purchase,7
defacto,appliances.environment.vacuum,view,970
defacto,appliances.kitchen.fryer,cart,10
defacto,appliances.kitchen.fryer,purchase,2
defacto,appliances.kitchen.fryer,view,1142
defacto,appliances.personal.hair_cutter,cart,30
defacto,appliances.personal.hair_cutter,purchase,7
defacto,appliances.personal.hair_cutter,view,2882
defacto,appliances.personal.massager,cart,191
defacto,appliances.personal.massager,purchase,71
defacto,appliances.personal.massager,view,7716
defacto,auto.accessories.compressor,view,1
defacto,computers.components.motherboard,cart,2231
defacto,computers.components.motherboard,purchase,567
defacto,computers.components.motherboard,view,110914
defacto,computers.components.videocards,cart,36
defacto,computers.components.videocards,purchase,4
defacto,computers.components.videocards,view,393
defacto,computers.desktop,view,1
defacto,computers.peripherals.printer,cart,46
defacto,computers.peripherals.printer,purchase,14
defacto,computers.peripherals.printer,view,2169
defacto,construction.tools.generator,cart,485
defacto,construction.tools.generator,purchase,99
defacto,construction.tools.generator,view,23153
defacto,construction.tools.pump,cart,779
defacto,construction.tools.pump,purchase,218
defacto,construction.tools.pump,view,29676
defacto,construction.tools.screw,cart,89
defacto,construction.tools.screw,purchase,28
defacto,construction.tools.screw,view,6742
defacto,construction.tools.welding,cart,81
defacto,construction.tools.welding,purchase,29
defacto,construction.tools.welding,view,4218
defacto,country_yard.cultivator,cart,1410
defacto,country_yard.cultivator,purchase,382
defacto,country_yard.cultivator,view,37917
defacto,country_yard.lawn_mower,cart,65
defacto,country_yard.lawn_mower,purchase,11
defacto,country_yard.lawn_mower,view,7357
defacto,electronics.audio.acoustic,cart,3
defacto,electronics.audio.acoustic,view,193
defacto,electronics.audio.microphone,cart,611
defacto,electronics.audio.microphone,purchase,137
defacto,electronics.audio.microphone,view,53118
defacto,electronics.audio.music_tools.piano,cart,5055
defacto,electronics.audio.music_tools.piano,purchase,1622
defacto,electronics.audio.music_tools.piano,view,127738
defacto,electronics.camera.photo,cart,1
defacto,electronics.camera.photo,purchase,1
defacto,electronics.camera.photo,view,148
defacto,electronics.tablet,cart,55
defacto,electronics.tablet,purchase,12
defacto,electronics.tablet,view,1729
defacto,electronics.telephone,cart,64
defacto,electronics.telephone,purchase,21
defacto,electronics.telephone,view,1891
defacto,furniture.bathroom.bath,cart,256
defacto,furniture.bathroom.bath,purchase,45
defacto,furniture.bathroom.bath,view,10827
defacto,furniture.bedroom.pillow,cart,15
defacto,furniture.bedroom.pillow,purchase,2
defacto,furniture.bedroom.pillow,view,977
defacto,furniture.kitchen.chair,view,2
defacto,furniture.kitchen.table,cart,958
defacto,furniture.kitchen.table,purchase,320
defacto,furniture.kitchen.table,view,44092
defacto,furniture.living_room.cabinet,view,3
defacto,furniture.living_room.chair,cart,121
defacto,furniture.living_room.chair,purchase,22
defacto,furniture.living_room.chair,view,3710
defacto,furniture.living_room.shelving,cart,96
defacto,furniture.living_room.shelving,purchase,37
defacto,furniture.living_room.shelving,view,4027
defacto,furniture.living_room.sofa,view,1
defacto,kids.toys,cart,41
defacto,kids.toys,purchase,10
defacto,kids.toys,view,82409
defacto,sport.bicycle,cart,773
defacto,sport.bicycle,purchase,208
defacto,sport.bicycle,view,30824
defacto,sport.ski,cart,509
defacto,sport.ski,purchase,134
defacto,sport.ski,view,21549
defacto,sport.trainer,cart,20
defacto,sport.trainer,purchase,6
defacto,sport.trainer,view,860
defender,apparel.costume,view,1
defender,apparel.glove,cart,81
defender,apparel.glove,purchase,13
defender,apparel.glove,view,1702
defender,apparel.scarf,cart,4146
defender,apparel.scarf,purchase,853
defender,apparel.scarf,view,61246
defender,apparel.shorts,cart,635
defender,apparel.shorts,purchase,133
defender,apparel.shorts,view,13770
defender,appliances.kitchen.kettle,cart,279
defender,appliances.kitchen.kettle,purchase,67
defender,appliances.kitchen.kettle,view,6280
defender,appliances.kitchen.toster,cart,153
defender,appliances.kitchen.toster,purchase,36
defender,appliances.kitchen.toster,view,4771
defender,auto.accessories.radar,cart,133
defender,auto.accessories.radar,purchase,28
defender,auto.accessories.radar,view,2150
defender,computers.components.power_supply,cart,144
defender,computers.components.power_supply,purchase,45
defender,computers.components.power_supply,view,2860
defender,computers.desktop,cart,20
defender,computers.desktop,purchase,8
defender,computers.desktop,view,174
defender,computers.ebooks,view,1
defender,computers.peripherals.keyboard,view,47
defender,computers.peripherals.mouse,cart,2
defender,computers.peripherals.mouse,view,56
defender,country_yard.cultivator,cart,53
defender,country_yard.cultivator,purchase,19
defender,country_yard.cultivator,view,914
defender,country_yard.furniture.hammok,cart,11
defender,country_yard.furniture.hammok,purchase,4
defender,country_yard.furniture.hammok,view,135
defender,electronics.audio.headphone,view,2
defender,electronics.audio.microphone,view,1
defender,electronics.tablet,cart,15
defender,electronics.tablet,purchase,3
defender,electronics.tablet,view,660
defender,furniture.kitchen.chair,cart,4
defender,furniture.kitchen.chair,purchase,1
defender,furniture.kitchen.chair,view,345
defender,furniture.kitchen.table,cart,2005
defender,furniture.kitchen.table,purchase,491
defender,furniture.kitchen.table,view,33969
defender,furniture.living_room.cabinet,cart,247
defender,furniture.living_room.cabinet,purchase,82
defender,furniture.living_room.cabinet,view,4157
defender,sport.bicycle,cart,1762
defender,sport.bicycle,purchase,387
defender,sport.bicycle,view,38188
defender,sport.ski,cart,38
defender,sport.ski,purchase,12
defender,sport.ski,view,790
dekart,apparel.costume,view,8
deko,appliances.kitchen.hood,view,4
deko,construction.tools.welding,view,15
deko,sport.trainer,view,23
dekok,computers.peripherals.printer,cart,1
dekok,computers.peripherals.printer,view,201
delimano,accessories.bag,cart,3
delimano,accessories.bag,purchase,2
delimano,accessories.bag,view,130
delimano,apparel.shoes.keds,cart,3
delimano,apparel.shoes.keds,view,311
delimano,apparel.tshirt,cart,6
delimano,apparel.tshirt,purchase,2
delimano,apparel.tshirt,view,422
delimano,appliances.environment.vacuum,view,234
delimano,appliances.kitchen.blender,cart,22
delimano,appliances.kitchen.blender,purchase,3
delimano,appliances.kitchen.blender,view,708
delimano,appliances.kitchen.kettle,cart,24
delimano,appliances.kitchen.kettle,purchase,10
delimano,appliances.kitchen.kettle,view,484
delimano,appliances.kitchen.mixer,cart,2
delimano,appliances.kitchen.mixer,view,171
delimano,computers.components.cooler,cart,17
delimano,computers.components.cooler,purchase,5
delimano,computers.components.cooler,view,867
delimano,computers.peripherals.camera,cart,3
delimano,computers.peripherals.camera,view,103
delimano,construction.tools.generator,cart,2
delimano,construction.tools.generator,purchase,1
delimano,construction.tools.generator,view,177
delimano,electronics.clocks,cart,4
delimano,electronics.clocks,view,367
delimano,electronics.telephone,view,1
delimano,furniture.bedroom.blanket,cart,7
delimano,furniture.bedroom.blanket,purchase,2
delimano,furniture.bedroom.blanket,view,291
delimano,furniture.living_room.chair,cart,2
delimano,furniture.living_room.chair,view,61
delimano,sport.trainer,view,188
delkor,furniture.bedroom.bed,cart,22
delkor,furniture.bedroom.bed,purchase,7
delkor,furniture.bedroom.bed,view,647
dell,accessories.bag,view,8
dell,apparel.scarf,cart,12
dell,apparel.scarf,purchase,3
dell,apparel.scarf,view,621
dell,apparel.shoes.slipons,view,361
dell,appliances.kitchen.juicer,view,297
